Label,Area,forme,taille,texture,qualite
2022020207+AF8-down.jpg,374722.75,intermediaire,restreint,sec,ok
2022020208+AF8-down.jpg,238769.26,intermediaire,restreint,sec,ok
2022020209+AF8-down.jpg,423247.862,intermediaire,restreint,sec,ok
2022020210+AF8-down.jpg,181246.114,intermediaire,restreint,sec,ok
2022020211+AF8-down.jpg,600108.38,intermediaire,long,humide,ok
2022020212+AF8-down.jpg,1427152.471,rectangulaire,long,humide,ok
2022020213+AF8-down.jpg,1060879.556,rectangulaire,long,humide,ok
2022020214+AF8-down.jpg,1103563.507,intermediaire,long,humide,ok
2022020216+AF8-down.jpg,698311.713,intermediaire,long,humide,ok
2022020217+AF8-down.jpg,920030.077,intermediaire,long,humide,ok
2022020218+AF8-down.jpg,1041436.253,intermediaire,long,humide,ok
2022020219+AF8-down.jpg,1065535.293,intermediaire,long,humide,ok
2022020220+AF8-down.jpg,1025240.866,intermediaire,long,humide,ok
2022020401+AF8-down.jpg,1756102.172,michelin,long,humide,ok
2022020402+AF8-down.jpg,0,NA,NA,NA,NA
2022020403+AF8-down.jpg,0,NA,NA,NA,NA
2022020404+AF8-down.jpg,2497225.453,michelin,long,humide,ok
2022020405+AF8-down.jpg,1649441.326,intermediaire,long,humide,ok
2022020406+AF8-down.jpg,1443332.926,intermediaire,long,humide,ok
2022020407+AF8-down.jpg,2144616.910,intermediaire,long,humide,ok
2022020408+AF8-down.jpg,2091200.169,intermediaire,long,humide,ok
2022020409+AF8-down.jpg,1556195.692,intermediaire,long,humide,ok
2022020410+AF8-down.jpg,2254582.736,rectangulaire,long,humide,ok
2022020411+AF8-down.jpg,2297481.961,intermediaire,long,humide,ok
2022020412+AF8-down.jpg,2293031.065,intermediaire,long,humide,ok
2022020413+AF8-down.jpg,2182484.960,intermediaire,long,humide,ok
2022020414+AF8-down.jpg,1861741.744,intermediaire,long,humide,ok
2022020415+AF8-down.jpg,2164018.620,intermediaire,long,humide,ok
2022020416+AF8-down.jpg,1927072.066,rectangulaire,long,humide,ok
2022020417+AF8-down.jpg,1751998.998,intermediaire,long,humide,ok
2022020418+AF8-down.jpg,2168692.463,intermediaire,long,humide,ok
2022020419+AF8-down.jpg,1806786.389,intermediaire,long,humide,ok
2022020801+AF8-down.jpg,1689036.811,michelin,long,humide,ok
2022020802+AF8-down.jpg,945269.021,michelin,long,humide,ok
2022020803+AF8-down.jpg,0,NA,NA,NA,NA
2022020804+AF8-down.jpg,467743.227,rectangulaire,restreint,sec,doute
2022020805+AF8-down.jpg,1054229.976,intermediaire,long,humide,ok
2022020806+AF8-down.jpg,946362.559,rectangulaire,long,sec,ok
2022020807+AF8-down.jpg,2404443.067,rectangulaire,long,humide,ok
2022020808+AF8-down.jpg,2299311.597,rectangulaire,long,humide,ok
2022020809+AF8-down.jpg,2737103.184,rectangulaire,long,humide,ok
2022020810+AF8-down.jpg,1757670.968,michelin,long,humide,ok
2022020811+AF8-down.jpg,1970805.843,michelin,long,humide,ok
2022020812+AF8-down.jpg,1789470.802,intermediaire,long,humide,ok
2022020813+AF8-down.jpg,1388601.134,michelin,long,humide,ok
2022020814+AF8-down.jpg,2402953.273,intermediaire,long,humide,ok
2022020815+AF8-down.jpg,1394411.722,intermediaire,long,humide,ok
2022020816+AF8-down.jpg,1662126.466,intermediaire,long,humide,ok
2022020817+AF8-down.jpg,1392082.103,intermediaire,long,humide,ok
2022020818+AF8-down.jpg,1874419.292,intermediaire,long,humide,ok
2022021101+AF8-down.jpg,1130351.937,intermediaire,long,humide,ok
2022021102+AF8-down.jpg,1134495.122,intermediaire,long,humide,ok
2022021103+AF8-down.jpg,891174.891,michelin,long,humide,bordure
2022021104+AF8-down.jpg,1096948.760,michelin,long,humide,ok
2022021105+AF8-down.jpg,1587067.926,intermediaire,long,humide,ok
2022021106+AF8-down.jpg,1893979.916,intermediaire,long,humide,ok
2022021107+AF8-down.jpg,1438204.159,intermediaire,long,humide,ok
2022021108+AF8-down.jpg,244204.196,rectangulaire,long,sec,bordure
2022021109+AF8-down.jpg,1104094.662,michelin,long,sec,ok
2022021110+AF8-down.jpg,933078.728,intermediaire,long,humide,ok
2022021111+AF8-down.jpg,921818.390,intermediaire,long,humide,ok
2022021112+AF8-down.jpg,1170567.350,intermediaire,long,humide,ok
2022021113+AF8-down.jpg,2050543.452,intermediaire,long,humide,ok
2022021114+AF8-down.jpg,1547206.983,intermediaire,long,humide,ok
2022021115+AF8-down.jpg,1808874.660,intermediaire,long,humide,ok
2022021116+AF8-down.jpg,1467062.485,intermediaire,long,humide,ok
2022021117+AF8-down.jpg,1919538.834,intermediaire,long,humide,ok
2022021118+AF8-down.jpg,1463507.823,rectangulaire,long,humide,ok
2022021119+AF8-down.jpg,40720,michelin,long,humide,ok
2022021120+AF8-down.jpg,55472,michelin,long,humide,ok
2022021121+AF8-down.jpg,54034,michelin,long,humide,ok
2022021122+AF8-down.jpg,42092,michelin,long,humide,ok
2022021123+AF8-down.jpg,55426,michelin,long,humide,ok
2022021124+AF8-down.jpg,47706,michelin,long,humide,ok
2022021125+AF8-down.jpg,53390,michelin,long,humide,ok
2022021128+AF8-down.jpg,44973,michelin,long,humide,ok
2022021129+AF8-down.jpg,55273,michelin,long,humide,ok
2022021130+AF8-down.jpg,47284,michelin,long,humide,ok
2022021131+AF8-down.jpg,35332,michelin,long,humide,ok
2022021801+AF8-down.jpg,0,NA,NA,NA,NA
2022021802+AF8-down.jpg,2764,rectangulaire,frangmente,sec,ok
2022021803+AF8-down.jpg,0,NA,NA,NA,NA
2022021804+AF8-down.jpg,61352,rectangulaire,long,sec,ok
2022021805+AF8-down.jpg,52649,rectangulaire,long,sec,ok
2022021806+AF8-down.jpg,98973,intermediaire,long,sec,ok
2022021807+AF8-down.jpg,103718,intermediaire,long,sec,ok
2022021808+AF8-down.jpg,80054,rectangulaire,long,sec,ok
2022021809+AF8-down.jpg,95311,rectangulaire,long,sec,ok
2022021810+AF8-down.jpg,31265,rectangulaire,frangmente,sec,ok
2022021811+AF8-down.jpg,142748,michelin,long,humide,ok
2022021812+AF8-down.jpg,85817,michelin,long,humide,ok
2022021813+AF8-down.jpg,113988,michelin,long,humide,ok
2022021814+AF8-down.jpg,58220,intermediaire,long,humide,ok
2022021815+AF8-down.jpg,95756,michelin,long,humide,ok
2022021816+AF8-down.jpg,71345,michelin,long,humide,ok
2022021817+AF8-down.jpg,70298,intermediaire,long,sec,ok
2022021818+AF8-down.jpg,85809,rectangulaire,long,humide,ok
2022021819+AF8-down.jpg,77771,rectangulaire,long,humide,ok
2022021820+AF8-down.jpg,74000,intermediaire,long,humide,ok
2022021821+AF8-down.jpg,109796,intermediaire,long,humide,ok
2022021822+AF8-down.jpg,106869,intermediaire,long,sec,ok
2022021823+AF8-down.jpg,0,NA,NA,NA,NA
2022021824+AF8-down.jpg,88060,intermediaire,long,sec,ok
2022021825+AF8-down.jpg,103640,intermediaire,long,sec,ok
2022021826+AF8-down.jpg,116924.000924,intermediaire,long,sec,ok
2022021827+AF8-down.jpg,84870,intermediaire,long,humide,ok
2022021828+AF8-down.jpg,47030,intermediaire,long,humide,ok
2022021829+AF8-down.jpg,50855,intermediaire,long,humide,ok
2022021830+AF8-down.jpg,61402,intermediaire,long,humide,ok
2022021831+AF8-down.jpg,58986,intermediaire,long,humide,ok
2022021832+AF8-down.jpg,68953,intermediaire,long,humide,ok
2022021833+AF8-down.jpg,60057,rectangulaire,long,sec,ok
2022021834+AF8-down.jpg,66412,intermediaire,long,sec,ok
2022021835+AF8-down.jpg,65887,intermediaire,long,sec,ok
2022021836+AF8-down.jpg,7803,intermediaire,restreint,humide,ok
2022021837+AF8-down.jpg,486887.907,intermediaire,restreint,humide,ok
2022021838+AF8-down.jpg,1412065.196,intermediaire,long,humide,ok
2022021839+AF8-down.jpg,1151103.49,intermediaire,long,humide,ok
2022021840+AF8-down.jpg,0,NA,NA,NA,NA
2022021841+AF8-down.jpg,773944.328,rectangulaire,long,humide,ok
2022021842+AF8-down.jpg,0,NA,NA,NA,NA
2022021843+AF8-down.jpg,43483.864,rectangulaire,restreint,sec,doute
2022030401+AF8-down.tif,2226004.969,rectangulaire,long,humide,ok
2022030402+AF8-down.tif,2258803.248,rectangulaire,long,humide,ok
2022030403+AF8-down.tif,2243592.452,rectangulaire,long,humide,ok
2022030404+AF8-down.tif,167563.719,rectangulaire,restreint,sec,doute
2022030405+AF8-down.tif,357282.591,rectangulaire,restreint,sec,doute
2022030406+AF8-down.tif,1276965.362,intermediaire,long,humide,ok
2022030407+AF8-down.tif,1724581.069,intermediaire,long,humide,ok
2022030408+AF8-down.tif,1214981.367,rectangulaire,long,humide,ok
2022030409+AF8-down.tif,1714751.092,rectangulaire,long,humide,ok
2022030410+AF8-down.tif,1324327.979,rectangulaire,long,humide,ok
2022030411+AF8-down.tif,1755687.148,rectangulaire,long,humide,ok
2022030412+AF8-down.tif,2058077.778,rectangulaire,long,humide,ok
2022030413+AF8-down.tif,1717013.698,intermediaire,long,humide,ok
2022030414+AF8-down.tif,1717317.914,intermediaire,long,humide,ok
2022030415+AF8-down.tif,0,NA,NA,NA,NA
2022030416+AF8-down.tif,0,NA,NA,NA,NA
2022030417+AF8-down.tif,293929.625,rectangulaire,restreint,sec,ok
2022030418+AF8-down.tif,203976.778,rectangulaire,restreint,sec,doute
2022030419+AF8-down.tif,595407.607,rectangulaire,restreint,humide,ok
2022030420+AF8-down.tif,754987.874,intermediaire,restreint,humide,ok
2022030421+AF8-down.tif,860874.029,rectangulaire,restreint,humide,ok
2022030422+AF8-down.tif,86853.647,rectangulaire,restreint,sec,ok
2022030423+AF8-down.tif,730897.775,intermediaire,restreint,humide,ok
2022030424+AF8-down.tif,942822.194,intermediaire,restreint,humide,ok
2022030425+AF8-down.tif,624802.471,intermediaire,restreint,humide,ok
2022030426+AF8-down.tif,434781.598,intermediaire,restreint,humide,ok
2022030427+AF8-down.tif,647352.476,intermediaire,restreint,humide,ok
2022030428+AF8-down.tif,703309.193,intermediaire,long,humide,ok
2022030801+AF8-down.tif,1416714.553,intermediaire,long,humide,ok
2022030802+AF8-down.tif,1523551.383,intermediaire,long,humide,ok
2022030803+AF8-down.tif,1123355.333,intermediaire,long,humide,ok
2022030804+AF8-down.tif,1342010.529,intermediaire,long,humide,ok
2022030805+AF8-down.tif,1636263.383,intermediaire,long,humide,ok
2022030806+AF8-down.tif,896125.05,rectangulaire,restreint,sec,ok
2022030807+AF8-down.tif,321175.964,rectangulaire,restreint,sec,ok
2022030808+AF8-down.tif,0,NA,NA,NA,NA
2022030809+AF8-down.tif,785903.817,rectangulaire,long,sec,ok
2022030810+AF8-down.tif,351445.448,rectangulaire,restreint,sec,ok
2022030811+AF8-down.tif,244798.753,rectangulaire,restreint,sec,ok
2022030812+AF8-down.tif,233314.602,rectangulaire,restreint,sec,ok
2022030813+AF8-down.tif,878974.877,rectangulaire,restreint,sec,ok
2022030815+AF8-down.tif,410026.027,rectangulaire,restreint,sec,ok
2022030816+AF8-down.tif,185590.728,rectangulaire,restreint,sec,ok
2022030817+AF8-down.tif,0,NA,NA,NA,NA
2022030818+AF8-down.tif,447387.546,rectangulaire,restreint,sec,ok
2022031101+AF8-down.tif,237326.449,rectangulaire,restreint,sec,ok
2022031102+AF8-down.tif,244950.861,rectangulaire,restreint,sec,ok
2022031103+AF8-down.tif,83393.191,rectangulaire,restreint,sec,ok
2022031104+AF8-down.tif,0,NA,NA,NA,NA
2022031105+AF8-down.tif,0,NA,NA,NA,NA
2022031106+AF8-down.tif,374489.805,intermediaire,restreint,sec,ok
2022031107+AF8-down.tif,0,NA,NA,NA,NA
2022031108+AF8-down.tif,1001573.895,intermediaire,restreint,sec,ok
2022031109+AF8-down.tif,293853.571,intermediaire,restreint,sec,ok
2022031110+AF8-down.tif,399948.875,intermediaire,restreint,sec,ok
2022031111+AF8-down.tif,754949.847,intermediaire,long,sec,ok
2022031112+AF8-down.tif,1781583.528,michelin,long,humide,ok
2022031501+AF8-down.jpg,195743.935,intermediaire,restreint,sec,ok
2022031502+AF8-down.jpg,194584.111,intermediaire,restreint,sec,ok
2022031503+AF8-down.jpg,179848.653,intermediaire,restreint,sec,ok
2022031504+AF8-down.jpg,28139.973,rectangulaire,frangmente,sec,ok
2022031505+AF8-down.jpg,207152.032,intermediaire,frangmente,humide,ok
2022031506+AF8-down.jpg,115506.984,michelin,frangmente,sec,ok
2022031507+AF8-down.jpg,140148.474,rectangulaire,restreint,sec,ok
2022031508+AF8-down.jpg,126192.569,rectangulaire,restreint,sec,ok
2022031509+AF8-down.jpg,269497.283,rectangulaire,restreint,sec,ok
2022031510+AF8-down.jpg,52724.423,rectangulaire,frangmente,sec,ok
2022031511+AF8-down.jpg,43769.066,rectangulaire,frangmente,sec,ok
2022031512+AF8-down.jpg,0,NA,NA,NA,NA
2022031513+AF8-down.jpg,97748.38,rectangulaire,frangmente,sec,imprecis
2022031514+AF8-down.jpg,2059541.817,rectangulaire,long,humide,ok
2022031515+AF8-down.jpg,206192.691,NA,NA,NA,NA
2022031516+AF8-down.jpg,1286662.244,michelin,restreint,humide,ok
2022031517+AF8-down.jpg,1223366.318,michelin,restreint,humide,ok
2022031518+AF8-down.jpg,1245650.135,michelin,restreint,humide,ok
2022031519+AF8-down.jpg,874297.557,rectangulaire,long,sec,ok
2022031520+AF8-down.jpg,797102.766,rectangulaire,long,sec,ok
2022031521+AF8-down.jpg,1162675.241,rectangulaire,long,sec,ok
2022031522+AF8-down.jpg,1032128.582,rectangulaire,long,humide,ok
2022031523+AF8-down.jpg,1005889.958,rectangulaire,long,humide,ok
2022031524+AF8-down.jpg,910366.158,intermediaire,long,humide,ok
2022031525+AF8-down.jpg,1298336.53,rectangulaire,long,humide,ok
2022031526+AF8-down.jpg,1077741.957,rectangulaire,long,humide,ok
2022031527+AF8-down.jpg,778811.783,intermediaire,long,humide,ok
2022031528+AF8-down.jpg,1104722.107,rectangulaire,long,humide,ok
2022031529+AF8-down.jpg,92918.952,rectangulaire,frangmente,sec,ok
2022031530+AF8-down.jpg,1094131.59,rectangulaire,long,sec,ok
2022031531+AF8-down.jpg,1242588.962,intermediaire,long,humide,ok
2022031532+AF8-down.jpg,770959.21,rectangulaire,long,humide,doute
2022031533+AF8-down.jpg,753352.713,rectangulaire,long,humide,ok
2022031534+AF8-down.jpg,771339.48,rectangulaire,long,humide,ok
2022031535+AF8-down.jpg,1042414.883,rectangulaire,long,humide,ok
2022031536+AF8-down.jpg,619174.476,rectangulaire,long,sec,ok
2022031537+AF8-down.jpg,944419.328,rectangulaire,long,humide,ok
2022031538+AF8-down.jpg,1056846.126,rectangulaire,long,humide,ok
2022031539+AF8-down.jpg,1431507.052,rectangulaire,long,sec,ok
2022031540+AF8-down.jpg,570804.144,intermediaire,long,humide,ok
2022031541+AF8-down.jpg,1509367.315,rectangulaire,long,humide,ok
2022031542+AF8-down.jpg,1178133.213,rectangulaire,long,humide,ok
2022031543+AF8-down.jpg,831954.503,rectangulaire,long,humide,ok
2022031544+AF8-down.jpg,1153149.48,rectangulaire,long,humide,ok
2022031545+AF8-down.jpg,1300180.839,rectangulaire,long,humide,ok
2022031546+AF8-down.jpg,1069414.046,rectangulaire,long,humide,ok
2022031547+AF8-down.jpg,920215.148,intermediaire,long,humide,ok
2022031801+AF8-down.jpg,401526.995,intermediaire,long,humide,ok
2022031802+AF8-down.jpg,405386.734,intermediaire,long,humide,ok
2022031803+AF8-down.jpg,1396541.234,intermediaire,long,humide,ok
2022031804+AF8-down.jpg,1100558.152,intermediaire,long,humide,ok
2022031805+AF8-down.jpg,1317007.783,intermediaire,long,humide,bordure
2022031806+AF8-down.jpg,420540.49,rectangulaire,restreint,sec,doute
2022031807+AF8-down.jpg,75692.725,michelin,frangmente,sec,ok
2022031808+AF8-down.jpg,149522.127,michelin,restreint,sec,ok
2022031810+AF8-down.jpg,0,NA,NA,NA,NA
2022031811+AF8-down.jpg,165493.464,michelin,restreint,sec,ok
2022031812+AF8-down.jpg,64132.52,michelin,frangmente,sec,ok
2022031813+AF8-down.jpg,123948.976,michelin,restreint,sec,ok
2022031814+AF8-down.jpg,1768995.328,rectangulaire,long,humide,ok
2022031815+AF8-down.jpg,2002847.983,rectangulaire,long,humide,ok
2022031816+AF8-down.jpg,1390868.761,rectangulaire,restreint,humide,ok
2022031817+AF8-down.jpg,1074812.206,rectangulaire,restreint,humide,ok
2022031818+AF8-down.jpg,1002921.71,intermediaire,restreint,humide,ok
2022031819+AF8-down.jpg,0,NA,NA,NA,NA
2022031820+AF8-down.jpg,2187086.337,intermediaire,long,humide,ok
2022031821+AF8-down.jpg,2334621.105,intermediaire,long,humide,ok
2022031822+AF8-down.jpg,1448407.7,rectangulaire,long,sec,ok
2022031823+AF8-down.jpg,1379664.309,intermediaire,long,humide,ok
2022031824+AF8-down.jpg,1804030.569,intermediaire,long,humide,ok
2022031825+AF8-down.jpg,872620.186,intermediaire,restreint,sec,ok
2022032401+AF8-down.tif,959146.616,intermediaire,long,sec,ok
2022032402+AF8-down.tif,803573.46,intermediaire,long,sec,ok
2022032403+AF8-down.tif,736062.369,intermediaire,long,sec,ok
2022032404+AF8-down.tif,991091.628,intermediaire,long,sec,ok
2022032405+AF8-down.tif,829736.14,intermediaire,long,sec,ok
2022032406+AF8-down.tif,587371.135,intermediaire,long,sec,ok
2022032407+AF8-down.tif,766945.707,intermediaire,long,sec,ok
2022032408+AF8-down.tif,1059493.767,intermediaire,long,sec,ok
2022032409+AF8-down.tif,692211.442,rectangulaire,long,sec,ok
2022032410+AF8-down.tif,1044838.874,rectangulaire,long,humide,ok
2022032411+AF8-down.tif,556961.759,rectangulaire,long,sec,ok
2022032412+AF8-down.tif,0,NA,NA,NA,NA
2022032413+AF8-down.tif,1031548.991,intermediaire,long,sec,ok
2022032414+AF8-down.tif,1264302.055,intermediaire,long,sec,ok
2022032415+AF8-down.tif,0,NA,NA,NA,NA
2022032416+AF8-down.tif,1096197.353,intermediaire,long,sec,ok
2022032417+AF8-down.tif,1065181.306,intermediaire,long,sec,ok
2022032418+AF8-down.tif,1111269.332,rectangulaire,long,humide,ok
2022032419+AF8-down.tif,1625214.336,rectangulaire,long,sec,doute
2022032420+AF8-down.tif,1104065.116,rectangulaire,long,humide,ok
2022032421+AF8-down.tif,1260055.359,rectangulaire,long,humide,ok
2022032422+AF8-down.tif,854818.188,rectangulaire,long,sec,ok
2022032423+AF8-down.tif,1118189.172,rectangulaire,long,humide,ok
2022032424+AF8-down.tif,731303.795,rectangulaire,long,humide,bordure
2022032425+AF8-down.tif,1378488.884,rectangulaire,long,humide,ok
2022032426+AF8-down.tif,1229342.647,rectangulaire,long,humide,ok
2022032427+AF8-down.tif,1202857.672,intermediaire,long,humide,ok
2022032428+AF8-down.tif,1126265.477,rectangulaire,long,humide,ok
2022032429+AF8-down.tif,1366867.346,rectangulaire,long,humide,ok
2022040801+AF8-down.jpg,0,NA,NA,NA,NA
2022040802+AF8-down.jpg,2173986.038,rectangulaire,long,humide,ok
2022040803+AF8-down.jpg,1998184.2,rectangulaire,long,humide,ok
2022040804+AF8-down.jpg,1907562.742,rectangulaire,long,humide,ok
2022040805+AF8-down.jpg,1969841.297,rectangulaire,long,humide,ok
2022040806+AF8-down.jpg,102432.582,rectangulaire,frangmente,sec,ok
2022040807+AF8-down.jpg,1808334.141,intermediaire,long,humide,ok
2022040808+AF8-down.jpg,1935109.39,intermediaire,long,humide,ok
2022040809+AF8-down.jpg,2723231.702,intermediaire,long,humide,ok
2022040810+AF8-down.jpg,2068027.182,intermediaire,long,humide,ok
2022040811+AF8-down.jpg,1822249.653,intermediaire,long,humide,ok
2022040812+AF8-down.jpg,2196167.441,intermediaire,long,humide,ok
2022040813+AF8-down.jpg,1860432,intermediaire,long,humide,ok
2022040814+AF8-down.jpg,2121035.048,intermediaire,long,humide,ok
2022040815+AF8-down.jpg,2125149.035,intermediaire,long,humide,ok
2022040816+AF8-down.jpg,2102702.213,intermediaire,long,humide,ok
2022040817+AF8-down.jpg,3139123.529,intermediaire,long,sec,ok
2022040818+AF8-down.jpg,2326696.467,intermediaire,long,sec,imprecis
2022040819+AF8-down.jpg,2576057.145,intermediaire,long,humide,ok
2022040820+AF8-down.jpg,2616628.258,intermediaire,long,humide,ok
2022040821+AF8-down.jpg,1723722.515,intermediaire,long,humide,ok
2022040822+AF8-down.jpg,2230728.721,rectangulaire,long,humide,ok
2022040823+AF8-down.jpg,1575315.658,intermediaire,long,sec,ok
2022040824+AF8-down.jpg,2175066.671,intermediaire,long,humide,ok
2022040825+AF8-down.jpg,1326163.523,rectangulaire,long,humide,bordure
2022040826+AF8-down.jpg,1147612.708,rectangulaire,long,humide,ok
2022040827+AF8-down.jpg,1938711.499,rectangulaire,long,humide,doute
2022040828+AF8-down.jpg,1549437.355,rectangulaire,long,humide,ok
2022040829+AF8-down.jpg,1398831.316,rectangulaire,long,humide,ok
2022040830+AF8-down.jpg,1894140.149,rectangulaire,long,humide,ok
2022040831+AF8-down.jpg,1444274.754,intermediaire,long,humide,ok
2022040832+AF8-down.jpg,1940607.345,intermediaire,long,humide,ok
2022040833+AF8-down.jpg,1833624.732,intermediaire,long,humide,ok
2022040834+AF8-down.jpg,1147574.791,intermediaire,long,humide,ok
2022040835+AF8-down.jpg,1272264.61,intermediaire,long,humide,ok
2022040836+AF8-down.jpg,1572130.636,intermediaire,long,humide,ok
2022040837+AF8-down.jpg,791269.417,intermediaire,long,humide,ok
2022040838+AF8-down.jpg,1156655.895,rectangulaire,long,humide,ok
2022040839+AF8-down.jpg,1567125.602,intermediaire,long,humide,ok
2022040840+AF8-down.jpg,1373711.351,intermediaire,long,humide,ok
2022041501+AF8-down.jpg,268281.226,intermediaire,restreint,humide,ok
2022041502+AF8-down.jpg,1889191.99,intermediaire,long,humide,ok
2022041503+AF8-down.jpg,1993956.463,intermediaire,long,humide,ok
2022041504+AF8-down.tif,2340915.315,intermediaire,long,humide,ok
2022041505+AF8-down.tif,1752330.838,intermediaire,long,humide,ok
2022041506+AF8-down.tif,1481907.306,intermediaire,long,humide,ok
2022041507+AF8-down.tif,1239826.678,intermediaire,long,sec,ok
2022041508+AF8-down.tif,2591299.75,intermediaire,long,humide,ok
2022041509+AF8-down.tif,2301254.208,intermediaire,long,humide,ok
2022041510+AF8-down.tif,1731628.195,intermediaire,long,humide,ok
2022041511+AF8-down.tif,2523276.781,intermediaire,long,humide,ok
2022041512+AF8-down.tif,1877267.116,intermediaire,long,humide,ok
2022041513+AF8-down.tif,2467709.523,intermediaire,long,humide,ok
2022041514+AF8-down.tif,2069638.652,intermediaire,long,humide,ok
2022041515+AF8-down.tif,2698358.197,intermediaire,long,humide,ok
2022041516+AF8-down.tif,2556700.553,intermediaire,long,humide,ok
2022041517+AF8-down.tif,2368443.005,intermediaire,long,humide,ok
2022041518+AF8-down.tif,1932379.372,intermediaire,long,humide,ok
2022041519+AF8-down.tif,2437679.315,intermediaire,long,humide,ok
2022041520+AF8-down.tif,2353693.319,intermediaire,long,humide,ok
2022041521+AF8-down.tif,2063723.611,intermediaire,long,humide,ok
2022041522+AF8-down.tif,2340100.101,intermediaire,long,humide,ok
2022041523+AF8-down.tif,2248170.508,intermediaire,long,humide,ok
2022041524+AF8-down.tif,2035172.164,rectangulaire,long,humide,ok
2022041525+AF8-down.tif,2569933.561,rectangulaire,long,humide,ok
2022041526+AF8-down.tif,2685049.355,rectangulaire,long,humide,ok
2022041527+AF8-down.tif,1830724.087,intermediaire,long,humide,ok
2022041528+AF8-down.tif,1830325.959,intermediaire,long,humide,ok
2022041529+AF8-down.tif,1890841.377,intermediaire,long,humide,ok
2022041530+AF8-down.tif,2510764.195,rectangulaire,long,humide,ok
2022042101+AF8-down.tif,2078985.174,rectangulaire,long,humide,ok
2022042102+AF8-down.tif,2217344.046,rectangulaire,long,humide,ok
2022042103+AF8-down.tif,2386112.293,rectangulaire,long,humide,ok
2022042104+AF8-down.tif,533112.011,intermediaire,frangmente,sec,ok
2022042105+AF8-down.tif,2014753.898,intermediaire,long,humide,ok
2022042106+AF8-down.tif,1829624.496,intermediaire,long,humide,ok
2022042107+AF8-down.tif,2057808.57,intermediaire,long,humide,ok
2022042108+AF8-down.tif,2272228.799,intermediaire,long,humide,ok
2022042109+AF8-down.tif,2184128.816,intermediaire,long,humide,ok
2022042110+AF8-down.tif,1929611.436,intermediaire,long,humide,ok
2022042111+AF8-down.tif,1802438.058,rectangulaire,long,humide,ok
2022042201+AF8-down.tif,1830534.502,intermediaire,long,sec,ok
2022042202+AF8-down.tif,2089582.956,intermediaire,long,sec,ok
2022042203+AF8-down.tif,2033465.902,intermediaire,long,humide,ok
2022042204+AF8-down.tif,1858593.029,intermediaire,long,sec,ok
2022042205+AF8-down.tif,1279355.075,intermediaire,long,sec,ok
2022042206+AF8-down.tif,1621365.768,intermediaire,long,humide,ok
2022042207+AF8-down.tif,1906102.94,intermediaire,long,humide,imprecis
2022042208+AF8-down.tif,1984837.442,intermediaire,long,humide,ok
2022042209+AF8-down.tif,2154913.823,intermediaire,long,humide,ok
2022042210+AF8-down.tif,2605139.429,intermediaire,long,humide,imprecis
2022042211+AF8-down.tif,2034698.202,intermediaire,long,humide,ok
2022042212+AF8-down.tif,1595658.09,intermediaire,long,humide,ok
2022042213+AF8-down.tif,1916094.051,intermediaire,long,humide,ok
2022042214+AF8-down.tif,1989956.227,intermediaire,long,humide,ok
2022042215+AF8-down.tif,2257744.533,intermediaire,long,humide,ok
2022042216+AF8-down.tif,2411194.341,intermediaire,long,humide,ok
2022042217+AF8-down.tif,2163558.883,intermediaire,long,humide,ok
2022042218+AF8-down.tif,1993520.418,intermediaire,long,humide,ok
2022042220+AF8-down.tif,1534706.628,intermediaire,long,humide,ok
2022042221+AF8-down.tif,1866688.293,intermediaire,long,humide,ok
2022042222+AF8-down.tif,1880717.557,intermediaire,long,humide,ok
2022042223+AF8-down.tif,1869683.731,intermediaire,long,humide,ok
2022042224+AF8-down.tif,1619621.589,intermediaire,long,humide,ok
2022042225+AF8-down.tif,1598179.566,intermediaire,long,humide,ok
2022042226+AF8-down.tif,2493682.618,intermediaire,long,humide,ok
2022042227+AF8-down.tif,2468771.197,intermediaire,long,humide,imprecis
2022042228+AF8-down.tif,1864147.859,intermediaire,long,humide,imprecis
2022042229+AF8-down.tif,2253990.757,intermediaire,long,humide,imprecis
2022042230+AF8-down.tif,1590368.679,intermediaire,long,humide,imprecis
2022042231+AF8-down.tif,2327341.054,intermediaire,long,humide,ok
2022042232+AF8-down.tif,2318222.033,intermediaire,long,humide,ok
2022042234+AF8-down.tif,2019607.265,intermediaire,long,humide,ok
2022042235+AF8-down.tif,1294597.68,intermediaire,long,humide,ok
2022042236+AF8-down.tif,1745221.414,intermediaire,long,humide,ok
2022042237+AF8-down.tif,1492467.17,intermediaire,long,humide,ok
2022042238+AF8-down.tif,1996060.852,intermediaire,long,humide,ok
2022042239+AF8-down.tif,1433297.804,intermediaire,long,humide,ok
2022042240+AF8-down.tif,1209948.138,intermediaire,long,sec,ok
2022042241+AF8-down.tif,1218403.613,intermediaire,restreint,humide,ok
2022042242+AF8-down.tif,1323642.047,intermediaire,long,humide,ok
2022042243+AF8-down.tif,1345576.99,intermediaire,long,humide,ok
2022042245+AF8-down.tif,1486571.088,rectangulaire,long,humide,ok
2022042246+AF8-down.tif,1263145.588,rectangulaire,restreint,humide,ok
2022042247+AF8-down.tif,2179483.993,intermediaire,long,humide,ok
2022042501+AF8-down.tif,830191.143,michelin,restreint,humide,ok
2022042502+AF8-down.tif,780273.507,michelin,restreint,humide,ok
2022042503+AF8-down.tif,241682.5,michelin,restreint,humide,ok
2022042504+AF8-down.tif,1234669.975,michelin,long,humide,ok
